ZIP,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,State Legislative District House,State Legislative District Senate,Congressional District,Congress,population
53934,43.997966,-89.777051,1,place,,,,,Friendship,WI,Adams County,53934,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 72,State Senate District 24,WI3,117th,"4,389"
54771,44.894112,-90.790684,1,place,,,,,Thorp,WI,Clark County,54771,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 68,State Senate District 23,WI7,117th,"4,377"
54520,45.511846,-88.891846,1,place,,,,,Crandon,WI,Forest County,54520,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI7,117th,"4,289"
53038,43.07195,-88.79344,1,place,,,,,Johnson Creek,WI,Jefferson County,53038,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 38,State Senate District 13,WI5,117th,"4,280"
53809,42.9836,-90.6554,1,place,,,,,Fennimore,WI,Grant County,53809,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th,"4,246"
54023,44.974357,-92.59762,1,place,,,,,Roberts,WI,St. Croix County,54023,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 30,State Senate District 10,WI7,117th,"4,191"
53184,42.561543,-88.597153,1,place,,,,,Walworth,WI,Walworth County,53184,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 31,State Senate District 11,WI1,117th,"4,182"
54736,44.640224,-91.831869,1,place,,,,,Durand,WI,Pepin County,54736,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 93,State Senate District 31,WI3,117th,"4,174"
54630,44.094809,-91.339528,1,place,,,,,Galesville,WI,Trempealeau County,54630,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th,"4,173"
54646,44.022637,-90.130552,1,place,,,,,Necedah,WI,Juneau County,54646,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 50,State Senate District 17,WI7,117th,"4,163"
54853,45.57607,-92.4827,1,place,,,,,Luck,WI,Polk County,54853,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 28,State Senate District 10,WI7,117th,"4,112"
54940,44.272779,-88.833282,1,place,,,,,Fremont,WI,Waupaca County,54940,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 40,State Senate District 14,WI6,117th,"4,093"
53946,43.723578,-89.065361,1,place,,,,,Markesan,WI,Green Lake County,53946,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 41,State Senate District 14,WI6,117th,"4,079"
54552,45.93333,-90.45,1,place,,,,,Park Falls,WI,Price County,54552,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th,"4,071"
53525,42.56239,-88.859993,1,place,,,,,Clinton,WI,Rock County,53525,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 31,State Senate District 11,WI1,117th,"4,032"
53588,43.230001,-90.040066,1,place,,,,,Spring Green,WI,Sauk County,53588,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th,"3,998"
54479,44.75774,-90.2968,1,place,,,,,Spencer,WI,Marathon County,54479,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 69,State Senate District 23,WI7,117th,"3,977"
54874,46.568809,-91.935156,1,place,,,,,South Range,WI,Douglas County,54874,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 73,State Senate District 25,WI7,117th,"3,900"
54619,43.74191,-90.7793,1,place,,,,,Cashton,WI,Monroe County,54619,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th,"3,896"
54474,44.88719,-89.62012,1,place,,,,,Rothschild,WI,Marathon County,54474,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 85,State Senate District 29,WI7,117th,"3,874"
54126,44.347365,-88.037736,1,place,,,,,Greenleaf,WI,Brown County,54126,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 2,State Senate District 1,WI8,117th,"3,870"
54722,44.726811,-91.212598,1,place,,,,,Augusta,WI,Eau Claire County,54722,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 68,State Senate District 23,WI3,117th,"3,854"
53574,42.816273,-89.651287,1,place,,,,,New Glarus,WI,Green County,53574,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 80,State Senate District 27,WI2,117th,"3,837"
54970,44.04192,-89.09845,1,place,,,,,Redgranite,WI,Waushara County,54970,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 40,State Senate District 14,WI6,117th,"3,824"
53020,43.827363,-87.9915,1,place,,,,,Elkhart Lake,WI,Sheboygan County,53020,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 27,State Senate District 9,WI6,117th,"3,807"
54837,45.65912,-92.46714,1,place,,,,,Frederic,WI,Polk County,54837,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 28,State Senate District 10,WI7,117th,"3,752"
53521,42.85361,-89.3704,1,place,,,,,Brooklyn,WI,Green County,53521,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 80,State Senate District 27,WI2,117th,"3,739"
54661,44.076755,-91.460168,1,place,,,,,Trempealeau,WI,Trempealeau County,54661,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th,"3,718"
54893,45.869606,-92.30286,1,place,,,,,Webster,WI,Burnett County,54893,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 28,State Senate District 10,WI7,117th,"3,706"
53560,43.190983,-89.729261,1,place,,,,,Mazomanie,WI,Dane County,53560,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 81,State Senate District 27,WI2,117th,"3,692"
54015,44.966939,-92.456512,1,place,,,,,Hammond,WI,St. Croix County,54015,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 29,State Senate District 10,WI7,117th,"3,687"
54171,44.726641,-88.121792,1,place,,,,,Sobieski,WI,Oconto County,54171,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 89,State Senate District 30,WI8,117th,"3,674"
54421,44.879977,-90.384734,1,place,,,,,Colby,WI,Clark County,54421,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 69,State Senate District 23,WI7,117th,"3,669"
53103,42.882441,-88.205514,1,place,,,,,Big Bend,WI,Waukesha County,53103,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 83,State Senate District 28,WI1,117th,"3,626"
54107,44.699153,-88.454312,1,place,,,,,Bonduel,WI,Shawano County,54107,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 6,State Senate District 2,WI8,117th,"3,620"
53964,43.848698,-89.478459,1,place,,,,,Westfield,WI,Marquette County,53964,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 41,State Senate District 14,WI6,117th,"3,606"
54767,44.781928,-92.283761,1,place,,,,,Spring Valley,WI,Pierce County,54767,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 93,State Senate District 31,WI3,117th,"3,604"
54113,44.26582,-88.31427,1,place,,,,,Combined Locks,WI,Outagamie County,54113,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 3,State Senate District 1,WI8,117th,"3,577"
54170,44.482935,-88.589547,1,place,,,,,Shiocton,WI,Outagamie County,54170,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 6,State Senate District 2,WI8,117th,"3,559"
54757,45.20413,-91.55822,1,place,,,,,New Auburn,WI,Chippewa County,54757,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 67,State Senate District 23,WI7,117th,"3,542"
54414,44.9333,-89.20956,1,place,,,,,Birnamwood,WI,Shawano County,54414,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 35,State Senate District 12,WI8,117th,"3,520"
54180,44.32582,-88.16288,1,place,,,,,Wrightstown,WI,Brown County,54180,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 2,State Senate District 1,WI8,117th,"3,490"
53960,43.398335,-89.250177,1,place,,,,,Rio,WI,Columbia County,53960,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th,"3,446"
54124,44.88999,-88.30732,1,place,,,,,Gillett,WI,Oconto County,54124,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th,"3,440"
54773,44.443778,-91.285758,1,place,,,,,Whitehall,WI,Trempealeau County,54773,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th,"3,439"
54406,44.393087,-89.335313,1,place,,,,,Amherst,WI,Portage County,54406,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 71,State Senate District 24,WI3,117th,"3,423"
53108,42.803697,-87.930936,1,place,,,,,Caledonia,WI,Racine County,53108,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 62,State Senate District 21,WI1,117th,"3,417"
54891,46.697289,-90.904151,1,place,,,,,Washburn,WI,Bayfield County,54891,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th,"3,400"
54949,44.488057,-88.926954,1,place,,,,,Manawa,WI,Waupaca County,54949,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 40,State Senate District 14,WI8,117th,"3,379"
54013,45.060365,-92.248403,1,place,,,,,Glenwood City,WI,St. Croix County,54013,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 29,State Senate District 10,WI7,117th,"3,349"
53910,43.892066,-89.827509,1,place,,,,,Adams,WI,Adams County,53910,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 41,State Senate District 14,WI3,117th,"3,345"
54945,44.572209,-89.071142,1,place,,,,,Iola,WI,Waupaca County,54945,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 40,State Senate District 14,WI8,117th,"3,338"
53004,43.499631,-87.918042,1,place,,,,,Belgium,WI,Ozaukee County,53004,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 60,State Senate District 20,WI6,117th,"3,334"
54135,44.88646,-88.575133,1,place,,,,,Keshena,WI,Menominee County,54135,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th,"3,332"
53013,43.590548,-87.85532,1,place,,,,,Cedar Grove,WI,Sheboygan County,53013,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 26,State Senate District 9,WI6,117th,"3,326"
53048,43.59138,-88.44371,1,place,,,,,Lomira,WI,Dodge County,53048,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 39,State Senate District 13,WI6,117th,"3,314"
53058,43.109127,-88.40248,1,place,,,,,Nashotah,WI,Waukesha County,53058,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 99,State Senate District 33,WI5,117th,"3,313"
53811,42.543893,-90.536322,1,place,,,,,Hazel Green,WI,Grant County,53811,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th,"3,297"
54738,44.5758,-91.47016,1,place,,,,,Eleva,WI,Trempealeau County,54738,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th,"3,274"
53075,43.582924,-88.000555,1,place,,,,,Random Lake,WI,Sheboygan County,53075,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 26,State Senate District 9,WI6,117th,"3,251"
54151,45.77135,-87.99485,1,place,,,,,Niagara,WI,Marinette County,54151,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th,"3,238"
53956,43.534002,-88.946714,1,place,,,,,Randolph,WI,Dodge County,53956,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th,"3,228"
54139,44.9511,-88.04677,1,place,,,,,Lena,WI,Oconto County,54139,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th,"3,221"
53952,43.78137,-89.57262,1,place,,,,,Oxford,WI,Marquette County,53952,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 41,State Senate District 14,WI3,117th,"3,219"
53941,43.5822,-90.12818,1,place,,,,,La Valle,WI,Sauk County,53941,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 50,State Senate District 17,WI2,117th,"3,135"
54984,44.168882,-89.223228,1,place,,,,,Wild Rose,WI,Waushara County,54984,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 40,State Senate District 14,WI6,117th,"3,121"
53573,43.1234,-90.488423,1,place,,,,,Muscoda,WI,Grant County,53573,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th,"3,119"
54005,45.25191,-92.2713,1,place,,,,,Clear Lake,WI,Polk County,54005,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th,"3,107"
54446,44.73691,-90.49597,1,place,,,,,Loyal,WI,Clark County,54446,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 69,State Senate District 23,WI7,117th,"3,092"
54405,44.94636,-90.31597,1,place,,,,,Abbotsford,WI,Marathon County,54405,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 69,State Senate District 23,WI7,117th,"3,061"
54437,44.77024,-90.59931,1,place,,,,,Greenwood,WI,Clark County,54437,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 68,State Senate District 23,WI7,117th,"3,049"
54129,44.146516,-88.195124,1,place,,,,,Hilbert,WI,Calumet County,54129,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 3,State Senate District 1,WI8,117th,"3,047"
54121,45.845525,-88.284254,1,place,,,,,Florence,WI,Florence County,54121,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th,"3,021"
54174,45.111843,-88.418694,1,place,,,,,Suring,WI,Oconto County,54174,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th,"3,008"
54871,45.73939,-91.92545,1,place,,,,,Shell Lake,WI,Washburn County,54871,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th,"3,002"
53036,43.147748,-88.588628,1,place,,,,,Ixonia,WI,Jefferson County,53036,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 37,State Senate District 13,WI5,117th,"2,994"
54732,45.125153,-91.170922,1,place,,,,,Cornell,WI,Chippewa County,54732,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 67,State Senate District 23,WI7,117th,"2,989"
54499,44.8272,-89.16956,1,place,,,,,Wittenberg,WI,Shawano County,54499,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 6,State Senate District 2,WI8,117th,"2,984"
53156,42.893937,-88.59712,1,place,,,,,Palmyra,WI,Jefferson County,53156,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 33,State Senate District 11,WI5,117th,"2,973"
54440,44.88747,-89.33873,1,place,,,,,Hatley,WI,Marathon County,54440,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 85,State Senate District 29,WI7,117th,"2,962"
54538,45.9696,-89.89948,1,place,,,,,Lac Du Flambeau,WI,Vilas County,54538,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th,"2,961"
53049,43.875302,-88.287108,1,place,,,,,Malone,WI,Fond Du Lac County,53049,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 52,State Senate District 18,WI6,117th,"2,960"
53183,43.003573,-88.376916,1,place,,,,,Wales,WI,Waukesha County,53183,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 99,State Senate District 33,WI1,117th,"2,945"
54873,46.417261,-91.810992,1,place,,,,,Solon Springs,WI,Douglas County,54873,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 73,State Senate District 25,WI7,117th,"2,905"
53114,42.60168,-88.7076,1,place,,,,,Darien,WI,Walworth County,53114,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 31,State Senate District 11,WI1,117th,"2,901"
54725,45.075804,-92.013036,1,place,,,,,Boyceville,WI,Dunn County,54725,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 67,State Senate District 23,WI3,117th,"2,866"
53191,42.57807,-88.54093,1,place,,,,,Williams Bay,WI,Walworth County,53191,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 31,State Senate District 11,WI1,117th,"2,850"
54830,45.972603,-92.292996,1,place,,,,,Danbury,WI,Burnett County,54830,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 73,State Senate District 25,WI7,117th,"2,807"
54161,45.117544,-87.977136,1,place,,,,,Pound,WI,Marinette County,54161,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th,"2,792"
54666,44.13107,-90.49985,1,place,,,,,Warrens,WI,Monroe County,54666,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 70,State Senate District 24,WI7,117th,"2,786"
54177,45.383307,-87.876231,1,place,,,,,Wausaukee,WI,Marinette County,54177,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th,"2,785"
54169,44.1736,-88.25983,1,place,,,,,Sherwood,WI,Calumet County,54169,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 3,State Senate District 1,WI8,117th,"2,776"
54950,44.67081,-88.88927,1,place,,,,,Marion,WI,Waupaca County,54950,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 40,State Senate District 14,WI8,117th,"2,773"
54228,44.23916,-87.64119,1,place,,,,,Mishicot,WI,Manitowoc County,54228,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 2,State Senate District 1,WI6,117th,"2,769"
53919 and 54466,44.408897,-90.190911,0.33,place,,,,,Pittsville,WI,Wood County,54466,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 70,State Senate District 24,WI7,117th,"2,761"
53178,43.018327,-88.600429,1,place,,,,,Sullivan,WI,Jefferson County,53178,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 33,State Senate District 11,WI5,117th,"2,755"
54968,43.832741,-89.122651,1,place,,,,,Princeton,WI,Green Lake County,54968,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 41,State Senate District 14,WI6,117th,"2,738"
54101,44.792284,-88.044067,1,place,,,,,Abrams,WI,Oconto County,54101,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 89,State Senate District 30,WI8,117th,"2,723"
54814,46.853517,-90.915934,1,place,,,,,Bayfield,WI,Bayfield County,54814,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th,"2,718"
53598,43.207783,-89.34178,1,place,,,,,Windsor,WI,Dane County,53598,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 79,State Senate District 27,WI2,117th,"2,713"
54639,43.600044,-90.636482,1,place,,,,,La Farge,WI,Vernon County,54639,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th,"2,708"
54872,45.782741,-92.385751,1,place,,,,,Siren,WI,Burnett County,54872,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 28,State Senate District 10,WI7,117th,"2,682"
54614,43.89302,-90.99041,1,place,,,,,Bangor,WI,La Crosse County,54614,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 94,State Senate District 32,WI3,117th,"2,666"
53015,43.91499,-87.74731,1,place,,,,,Cleveland,WI,Manitowoc County,53015,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 27,State Senate District 9,WI6,117th,"2,661"
53932,43.417126,-89.070459,1,place,,,,,Fall River,WI,Columbia County,53932,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th,"2,657"
54473,44.605786,-89.356834,1,place,,,,,Rosholt,WI,Portage County,54473,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 71,State Senate District 24,WI3,117th,"2,655"
54460,44.94858,-90.5643,1,place,,,,,Owen,WI,Clark County,54460,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 69,State Senate District 23,WI7,117th,"2,654"
54616,44.251701,-91.264753,1,place,,,,,Blair,WI,Trempealeau County,54616,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th,"2,650"
54889,45.400115,-92.074695,1,place,,,,,Turtle Lake,WI,Barron County,54889,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th,"2,648"
53929,43.7408,-90.27235,1,place,,,,,Elroy,WI,Juneau County,53929,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 50,State Senate District 17,WI3,117th,"2,647"
53556,43.241475,-90.265197,1,place,,,,,Lone Rock,WI,Richland County,53556,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th,"2,642"
54009,45.36179,-92.549952,1,place,,,,,Dresser,WI,Polk County,54009,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 28,State Senate District 10,WI7,117th,"2,615"
54629,44.170774,-91.674962,1,place,,,,,Fountain City,WI,Buffalo County,54629,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th,"2,606"
54658,43.669102,-91.134346,1,place,,,,,Stoddard,WI,Vernon County,54658,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th,"2,598"
54410,44.535658,-90.007245,1,place,,,,,Arpin,WI,Wood County,54410,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 70,State Senate District 24,WI7,117th,"2,594"
53502,42.712827,-89.45123,1,place,,,,,Albany,WI,Green County,53502,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 45,State Senate District 15,WI2,117th,"2,515"
54747,44.356483,-91.443718,1,place,,,,,Independence,WI,Trempealeau County,54747,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th,"2,513"
54960,43.922097,-89.310982,1,place,,,,,Neshkoro,WI,Marquette County,54960,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 41,State Senate District 14,WI6,117th,"2,493"
53023,43.772128,-88.041299,1,place,,,,,Glenbeulah,WI,Sheboygan County,53023,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 59,State Senate District 20,WI6,117th,"2,486"
53153,42.940971,-88.401712,1,place,,,,,North Prairie,WI,Waukesha County,53153,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 99,State Senate District 33,WI1,117th,"2,465"
54028,44.95302,-92.2913,1,place,,,,,Woodville,WI,St. Croix County,54028,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 29,State Senate District 10,WI7,117th,"2,448"
53570,42.74305,-89.621013,1,place,,,,,Monticello,WI,Green County,53570,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 80,State Senate District 27,WI2,117th,"2,446"
53035,43.36296,-88.581515,1,place,,,,,Iron Ridge,WI,Dodge County,53035,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 39,State Senate District 13,WI5,117th,"2,403"
54436,44.607247,-90.457313,1,place,,,,,Granton,WI,Clark County,54436,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 69,State Senate District 23,WI7,117th,"2,396"
54498,44.944248,-90.638388,1,place,,,,,Withee,WI,Clark County,54498,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 68,State Senate District 23,WI7,117th,"2,372"
54112,45.06498,-88.03427,1,place,,,,,Coleman,WI,Marinette County,54112,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 89,State Senate District 30,WI8,117th,"2,349"
54423,44.51053,-89.42623,1,place,,,,,Custer,WI,Portage County,54423,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 71,State Senate District 24,WI3,117th,"2,347"
53044,43.748441,-87.776246,1,place,,,,,Kohler,WI,Sheboygan County,53044,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 27,State Senate District 9,WI6,117th,"2,334"
53936,43.88692,-89.70624,1,place,,,,,Grand Marsh,WI,Adams County,53936,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 41,State Senate District 14,WI3,117th,"2,333"
54947,44.194993,-88.688629,1,place,,,,,Larsen,WI,Winnebago County,54947,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 56,State Senate District 19,WI8,117th,"2,332"
53139,42.720022,-88.120616,1,place,,,,,Kansasville,WI,Racine County,53139,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 63,State Senate District 21,WI1,117th,"2,324"
54941,43.85627,-88.985883,1,place,,,,,Green Lake,WI,Green Lake County,54941,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 41,State Senate District 14,WI6,117th,"2,313"
53002,43.42055,-88.34093,1,place,,,,,Allenton,WI,Washington County,53002,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 59,State Senate District 20,WI5,117th,"2,305"
54111,44.810274,-88.391648,1,place,,,,,Cecil,WI,Shawano County,54111,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th,"2,303"
54810,45.44829,-92.4502,1,place,,,,,Balsam Lake,WI,Polk County,54810,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 28,State Senate District 10,WI7,117th,"2,302"
53576,42.614273,-89.233129,1,place,,,,,Orfordville,WI,Rock County,53576,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 43,State Senate District 15,WI2,117th,"2,300"
54618,43.988481,-90.239261,1,place,,,,,Camp Douglas,WI,Juneau County,54618,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 50,State Senate District 17,WI3,117th,"2,299"
"54819, 53515, and 53586",42.57334,-90.23096,0.33,place,,,,,Shullsburg,WI,Lafayette County,53586,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th,"2,281"
53968 and 54534,46.371032,-90.221645,0.33,place,,,,,Hurley,WI,Iron County,54534,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th,"2,278"
53516,42.81028,-89.86207,1,place,,,,,Blanchardville,WI,Lafayette County,53516,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th,"2,268"
54141,44.744566,-87.995493,1,place,,,,,Little Suamico,WI,Oconto County,54141,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 89,State Senate District 30,WI8,117th,"2,257"
53820,42.692445,-90.731654,1,place,,,,,Potosi,WI,Grant County,53820,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th,"2,235"
53951,43.4031,-89.872232,1,place,,,,,North Freedom,WI,Sauk County,53951,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 81,State Senate District 27,WI2,117th,"2,233"
53170,42.552018,-88.160836,1,place,,,,,Silver Lake,WI,Kenosha County,53170,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 61,State Senate District 21,WI1,117th,"2,211"
54824 and 53065,43.6861,-88.5465,0.33,place,,,,,Oakfield,WI,Fond Du Lac County,53065,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 52,State Senate District 18,WI6,117th,"2,208"
54004,45.33135,-92.1713,1,place,,,,,Clayton,WI,Polk County,54004,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 28,State Senate District 10,WI7,117th,"2,207"
54770,44.54969,-91.39266,1,place,,,,,Strum,WI,Trempealeau County,54770,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th,"2,152"
53507 and 53011,43.65833,-88.00704,0.33,place,,,,,Cascade,WI,Sheboygan County,53011,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 59,State Senate District 20,WI6,117th,"2,149"
54642,44.196358,-90.979249,1,place,,,,,Melrose,WI,Jackson County,54642,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th,"2,148"
54623 and 54443,44.588962,-89.707997,0.33,place,,,,,Junction City,WI,Portage County,54443,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 70,State Senate District 24,WI3,117th,"2,142"
